LecturerID,CourseID
300000444,INFO3170
300000444,ECNG1000
300000445,PHYS1412
300000445,EDSC2407
300000445,PHYS1411
300000446,MATH2403
300000446,ECON1004
300000446,PHYS1412
300000447,ECON3032
300000447,PHYS1421
300000448,PHYS1422
300000449,ELNG1101
300000450,ENGR1000
300000451,ECNG1009
300000451,COMP3801
300000451,PHYS3300
300000451,MATH2401
300000451,ELET1500
300000452,MATH2404
300000452,MATH3404
300000452,MATH1185
300000453,ECON3032
300000453,EDPS1003
300000453,INFO3170
300000453,ELET1405
300000454,COMP3702
300000454,ECNG1012
300000455,COMP1126
300000455,ECNG1009
300000456,PHYS2701
300000456,MDPH6180
300000456,ECON3072
300000456,ECSE1102
300000457,EDLA3106
300000457,MDPH6160
300000458,INFO3105
300000458,ELET2450
300000458,ECON3034
300000458,ELET1405
300000458,MDPH6150
300000459,MATH3402
300000459,ECON2003
300000459,ECON3031
300000459,MDPH6140
300000460,PHYS3000
300000460,EDTL1020
300000460,MATH1151
300000460,MDPH6130
300000461,MDPH6120
300000462,COMP2120
300000462,ECON2016
300000462,SWEN3145
300000462,MDPH6110
300000463,COMP2340
300000463,MDPH6230
300000463,ECON2016
300000463,MDPH6280
300000464,EDEA3320
300000464,EDLS2606
300000464,INFO3170
300000464,MDPH6270
300000465,EDSC3410
300000465,EDME1103
300000465,ECON3006
300000465,MDPH6260
300000466,MDPH6190
300000467,MATH3421
300000467,MATH2403
300000467,MDPH6180
300000468,COMP1220
300000468,EDLA3109
300000468,MDPH6170
300000469,EDMC2214
300000469,ECON3003
300000469,MDPH6135
300000470,ECNG1012
300000470,MATH3411
300000470,STAT6632
300000470,SWEN3165
300000470,MDPH6115
300000471,EDLS2607
300000471,MDPH6215
300000472,MDPH6230
300000473,ECON3032
300000473,COMP3101
300000473,COMP2211
300000473,COMP3652
300000473,MDPH6240
300000474,PHYS2396
300000475,COMP1220
300000475,PHYS2600
300000475,ELET2420
300000475,ELET1405
300000475,ELET2405
300000476,EDHE3904
300000476,COMP1161
300000476,ELET2480
300000476,ELET2415
300000477,ELET2460
300000478,SWEN2165
300000478,ELET2470
300000479,EDLA2106
300000479,ELET2480
300000480,ECON3008
300000480,ECON3016
300000480,ECON3007
300000480,ELET2470
300000480,ELET2410
300000481,COMP3901
300000481,MATH6635
300000481,ELET2530
300000482,EDTK3004
300000482,SWEN3130
300000482,EDEA3304
300000482,ELET2450
300000483,MATH6633
300000483,MDPH6190
300000483,ELET2420
300000484,PHYS3701
300000484,ELET2530
300000484,ECON2008
300000484,ECON1012
300000484,PHYS2561
300000485,PHYS2386
300000485,ELET2210
300000485,EDME3006
300000485,COMP2171
300000485,PHYS2671
300000486,PHYS2296
300000487,PHYS3562
300000487,EDMC2216
300000487,MDPH6230
300000487,PHYS2200
300000488,PHYS2386
300000489,PHYS2500
300000489,PHYS2351
300000490,PHYS2300
300000491,ECON3011
300000491,ECON1000
300000491,PHYS2600
300000492,ECON3037
300000492,ECON3011
300000492,PHYS3562
300000492,ECON3016
300000492,PHYS2500
300000493,ELET2210
300000494,ELET3211
300000494,INFO3105
300000494,PHYS1412
300000494,EDLS2607
300000494,ELET2570
300000495,ECON2001
300000495,STAT6631
300000495,EDEA2304
300000495,PHYS2000
300000496,MATH1185
300000496,ECON2020
300000496,PHYS2200
300000496,PHYS3300
300000496,PHYS2701
300000497,COMP3801
300000497,PHYS3000
300000498,COMP1126
300000498,SWEN2165
300000498,ELET3211
300000499,ECON1005
300000499,MATH6633
300000499,SWEN3185
300000499,PHYS3200
300000500,EDEA3306
300000500,EDMC1001
300000501,EDSC3417
300000501,ELET2420
300000501,EDLA3104
300000501,EDMC1002
300000502,MDPH6115
300000502,MDPH6270
300000502,EDAR3808
300000502,EDME1103
300000503,EDME2202
300000503,ELET3450
300000503,EDPS1003
300000504,ECON2003
300000504,ELET1405
300000504,EDLA3111
300000504,EDIT3822
300000504,EDTL1020
300000505,EDEA3308
300000505,EDCU2013
300000506,EDIT3823
300000506,COMP2190
300000506,MATH6635
300000506,STAT6632
300000506,EDEA2305
300000507,EDLS3612
300000507,ECNG1012
300000507,MDPH6110
300000507,EDGC2010
300000508,EDMC2203
300000508,ELET3450
300000508,ECON2009
300000508,EDHE2912
300000509,MDPH6190
300000509,EDLA2103
300000510,EDHE3905
300000510,EDLA2106
300000511,EDLS2607
300000511,ENGR1000
300000511,EDLS2605
300000512,PHYS2351
300000512,MDPH6280
300000512,SWEN3185
300000512,INFO3170
300000512,EDMC2201
300000513,EDMC2203
300000514,EDMC2214
300000515,ECON3003
300000515,PHYS2296
300000515,PHYS1422
300000515,ECON2000
300000515,EDMC2216
300000516,EDTL3020
300000516,COMP2340
300000516,COMP3801
300000516,EDME2006
300000517,ECON2005
300000517,SWEN3145
300000517,ECON3034
300000517,EDME2202
300000518,EDPS2003
300000519,EDRS2007
300000520,ECON2015
300000520,EDSS2903
300000521,EDME2204
300000521,EDSS2904
300000522,COMP2201
300000522,EDSC3408
300000522,EDTK2025
300000523,EDAR3808
300000524,EDSE2712
300000524,EDSS3908
300000524,EDEA3304
300000525,INFO3170
300000525,MATH1141
300000525,EDMC2216
300000525,EDEA3306
300000526,STAT6631
300000526,ECON3008
300000526,EDMC2201
300000526,SWEN3165
300000526,EDEA3308
300000527,EDEA3316
300000528,EDSS3903
300000528,EDTL3018
300000528,EDSC3408
300000528,EDEA3320
300000529,EDMC3204
300000529,MATH2404
300000529,COMP2171
300000529,EDHE3905
300000530,PHYS2300
300000530,ECON3005
300000530,ELET2450
300000530,ECON3008
300000530,EDIT3818
300000531,EDLA3104
300000531,EDIT3822
300000532,EDPH2024
300000532,EDSS2906
300000532,COMP3101
300000532,EDLA3104
300000533,EDLA3106
300000534,EDLA3109
300000535,ELET2570
300000535,COMP2140
300000535,MATH6635
300000535,ELET3211
300000535,EDLS3603
300000536,ECON2014
300000536,EDMA3206
300000537,MATH6622
300000537,EDEA3305
300000537,ECON3034
300000537,COMP3801
300000537,EDMC3201
300000538,EDSS3908
300000538,MDPH6215
300000538,MDPH6150
300000538,EDMC3204
300000539,PHYS3701
300000539,PHYS2200
300000539,EDPS2003
300000539,EDRS3019
300000540,MATH3422
300000540,EDSS2906
300000540,EDMC2214
300000540,EDSC3410
300000541,PHYS2386
300000541,EDSC3417
300000542,ECON3040
300000542,EDSS3903
300000543,ECON3050
300000543,MATH1185
300000543,EDMC3204
300000543,EDSS3911
300000544,COMP3702
300000544,EDLS2605
300000544,EDLA2103
300000544,EDTK3004
300000545,COMP2140
300000545,EDTL3018
300000546,EDTL3020
300000547,EDSS3903
300000547,ENGR1000
300000547,EDTL3021
300000548,PHYS3500
300000549,EDEA3316
300000549,COMP2190
300000549,EDTL1021
300000550,COMP3161
300000550,EDHE3908
300000550,EDEA2304
300000551,EDLA3106
300000551,ECON3016
300000551,EDME1103
300000551,EDHE2908
300000552,EDIT3017
300000553,EDTL1021
300000553,COMP3901
300000553,EDRS2007
300000553,EDIT3821
300000554,ELET2470
300000554,ECON1004
300000554,ECON3008
300000554,SWEN3145
300000554,EDIT3823
300000555,MATH6633
300000555,EDTL1021
300000555,EDME1103
300000555,EDIT3825
300000556,COMP1210
300000556,EDEA3304
300000556,STAT6630
300000556,EDLA2105
300000557,EDME2204
300000557,EDHE3908
300000557,ECON2002
300000557,MATH3414
300000557,EDLS2606
300000558,COMP3702
300000558,EDRS3019
300000558,EDLS2607
300000559,PHYS2561
300000559,PHYS3300
300000559,EDMC2213
300000560,EDME2204
300000561,EDSE2712
300000561,EDMC3020
300000561,EDPH2024
300000562,EDSC2407
300000563,EDSE2712
300000564,EDSS2906
300000565,EDPH2024
300000565,EDEA3305
300000566,COMP1161
300000566,EDEA3307
300000567,COMP3702
300000567,ELET2420
300000567,PHYS3562
300000568,COMP3801
300000568,EDHE3904
300000569,EDEA2305
300000569,EDHE3908
300000570,PHYS3701
300000570,STAT3002
300000570,COMP1127
300000570,EDTL1021
300000570,EDLA3103
300000571,STAT6630
300000571,EDEA3307
300000571,ECON2025
300000571,PHYS3565
300000572,SWEN2165
300000572,EDLA3110
300000573,MATH6633
300000573,EDPH2024
300000573,ELET2530
300000573,EDLA3111
300000574,EDSC3411
300000574,PHYS3300
300000575,EDSS3911
300000575,EDSC3410
300000575,EDLS3612
300000576,EDMC2203
300000576,EDMC3204
300000576,EDMC3020
300000577,COMP3652
300000577,ECON3031
300000577,EDMC3202
300000578,PHYS3562
300000578,MATH2403
300000578,PHYS1411
300000578,EDME3006
300000579,ECON3037
300000579,MDPH6130
300000579,EDME3205
300000580,PHYS2386
300000580,EDIT3822
300000580,EDSC3411
300000580,EDRS3008
300000581,ELET3450
300000582,EDSC3403
300000583,EDEA3308
300000583,EDPS2003
300000583,MATH6629
300000583,PHYS2500
300000583,EDSC3408
300000584,EDHE2908
300000584,ECON3030
300000584,ELET2480
300000584,EDSC3411
300000585,MDPH6120
300000585,EDSS3908
300000586,COMP1161
300000586,MATH1142
300000586,ECON2009
300000586,COMP1126
300000587,STAT6632
300000587,EDMC2201
300000587,ECNG1009
300000587,EDMC3204
300000587,COMP1127
300000588,ECON2008
300000588,ELNG1101
300000588,ELET2470
300000588,COMP1161
300000589,EDSS2904
300000589,EDTK2025
300000589,MDPH6140
300000589,COMP1210
300000590,COMP1220
300000591,ELET2460
300000591,EDTL1020
300000591,MDPH6170
300000591,COMP2201
300000592,ECON1000
300000592,COMP2120
300000592,MATH1142
300000592,STAT3001
300000592,COMP2211
300000593,MATH3412
300000593,COMP1127
300000593,INFO3110
300000593,EDMC2201
300000593,COMP2120
300000594,ELET1405
300000594,MDPH6280
300000594,COMP3702
300000594,EDLA3106
300000594,COMP2140
300000595,SWEN3130
300000595,COMP2171
300000596,MDPH6115
300000596,EDSS3903
300000596,ECON3031
300000596,EDEA3306
300000596,COMP2190
300000597,COMP2201
300000597,ELET2460
300000597,ECON3040
300000597,COMP2340
300000598,COMP3101
300000599,MATH3414
300000599,COMP3220
300000600,EDSS2906
300000600,MDPH6135
300000600,EDMC2213
300000600,COMP3161
300000601,EDSC3417
300000601,MATH6629
300000601,COMP3652
300000602,EDEA2304
300000602,EDTL3021
300000602,COMP3702
300000603,EDIT3823
300000603,SWEN3165
300000603,INFO3170
300000603,COMP3801
300000604,COMP1220
300000604,PHYS3500
300000604,MATH1185
300000604,SWEN3130
300000604,COMP3901
300000605,EDRS2007
300000605,EDLA3111
300000605,COMP3911
300000606,EDSC3408
300000606,ECON2005
300000606,ECON3040
300000606,EDSE2712
300000606,COMP3912
300000607,PHYS2500
300000607,EDIT3017
300000607,INFO3105
300000608,ECON2009
300000608,INFO3110
300000609,EDHE3905
300000609,INFO3155
300000610,PHYS3400
300000611,MATH3424
300000611,MDPH6170
300000611,SWEN3185
300000611,COMP3912
300000611,INFO3170
300000612,INFO3180
300000613,INFO3435
300000614,MDPH6260
300000614,MDPH6280
300000614,STAT6630
300000614,EDMC3204
300000614,SWEN2165
300000615,ECON3073
300000615,ECNG1009
300000615,SWEN3130
300000616,MDPH6240
300000616,ECON3008
300000616,ECON3030
300000616,SWEN3145
300000617,SWEN3920
300000617,MATH3402
300000617,PHYS3562
300000617,SWEN3165
300000618,EDMC2216
300000618,STAT6632
300000618,INFO3435
300000618,SWEN3185
300000619,PHYS2561
300000619,EDEA3304
300000619,SWEN3920
300000620,MATH1151
300000620,MDPH6240
300000620,MATH6623
300000621,EDSC3410
300000621,STAT6632
300000622,ECON2002
300000622,STAT6630
300000623,SWEN3145
300000623,ECON2002
300000623,STAT6631
300000624,PHYS3701
300000625,MATH6629
300000626,PHYS2300
300000626,EDSS3903
300000626,MATH1141
300000626,MATH6633
300000627,MATH6629
300000627,PHYS3701
300000627,MATH6634
300000628,ECON3073
300000628,COMP1220
300000628,MATH1185
300000628,EDSC3403
300000628,MATH6628
300000629,COMP3801
300000629,EDME3006
300000629,ELET2410
300000629,MATH6622
300000630,MATH3421
300000630,PHYS3300
300000630,ELET2420
300000630,MATH6635
300000631,MATH1151
300000631,ECON1000
300000632,ECON1003
300000633,ECNG1009
300000633,EDMC3201
300000633,ECON1004
300000634,PHYS2561
300000634,EDSS2903
300000634,INFO3105
300000634,EDTL3020
300000634,ECON1005
300000635,EDMC3204
300000635,EDRS3019
300000635,STAT3002
300000635,EDLA3103
300000635,ECON1012
300000636,COMP1220
300000636,COMP3912
300000636,ECON2000
300000637,MATH1151
300000637,INFO3155
300000637,COMP3652
300000637,PHYS2500
300000637,ECON2001
300000638,PHYS2600
300000638,MATH3422
300000638,COMP2340
300000638,ECON2002
300000639,MDPH6230
300000639,ECON2008
300000639,ECON2003
300000640,MATH3411
300000640,MATH6622
300000640,PHYS3000
300000640,ECON2005
300000641,EDSC2407
300000641,MDPH6180
300000641,ECON2008
300000642,MATH1152
300000642,ECON2009
300000643,MATH3403
300000643,ECON2020
300000643,ECON2010
300000644,ECON2014
300000645,ECON2015
300000646,EDEA3320
300000646,COMP3652
300000646,ELNG1101
300000646,INFO3110
300000646,ECON2016
300000647,ECON2020
300000648,SWEN2165
300000648,MATH1185
300000648,ECON2023
300000649,PHYS2000
300000649,EDLA3103
300000649,MDPH6190
300000649,MATH6628
300000649,ECON2024
300000650,ECON1003
300000650,STAT6631
300000650,MATH2401
300000650,COMP3801
300000650,ECON2025
300000651,ECON3003
300000652,EDSC3417
300000652,ELET2480
300000652,MATH2404
300000652,ECON3005
300000653,EDSS3911
300000653,COMP1127
300000653,PHYS2386
300000653,ECON3006
300000654,MDPH6120
300000654,ECON3007
300000655,ECON3008
300000656,PHYS2600
300000656,ECON3010
300000657,EDHE2908
300000657,MATH2404
300000657,COMP1210
300000657,ECON3011
300000658,ELNG1101
300000658,ECON2016
300000658,ECON3016
300000659,ECON3010
300000659,ECON3030
300000660,MATH3424
300000660,MATH3421
300000660,MATH3155
300000660,ECON3031
300000661,MDPH6240
300000661,SWEN2165
300000661,EDHE3908
300000661,COMP1220
300000661,ECON3032
300000662,MATH6633
300000662,MATH3402
300000662,EDTL1020
300000662,MDPH6120
300000662,ECON3034
300000663,PHYS2386
300000663,EDLA3110
300000663,PHYS1412
300000663,ECON3037
300000664,ECON3040
300000665,EDIT3825
300000665,ELET2415
300000665,ECON3049
300000666,ECON3003
300000666,ECON3050
300000667,ECSE1102
300000667,EDHE3905
300000667,ECON3051
300000668,COMP1220
300000668,ECON3050
300000668,INFO3110
300000668,ECON3072
300000669,ECON3008
300000669,PHYS2701
300000669,COMP3702
300000669,ECON3073
300000670,MDPH6110
300000670,ECNG1000
300000670,MATH1141
300000671,ECON2002
300000671,COMP3101
300000671,MATH1142
300000672,MATH6622
300000672,EDME3205
300000672,EDIT3821
300000672,EDMC2214
300000672,MATH1151
300000673,MATH1152
300000674,MATH2401
300000675,ECON3005
300000675,EDME2204
300000675,MATH2410
300000676,EDIT3825
300000676,EDCU2013
300000676,MATH2404
300000677,EDHE2912
300000677,ELET1405
300000677,MATH2411
300000678,EDLA2105
300000678,PHYS2386
300000678,MATH2403
300000679,EDTL3018
300000679,EDMC2203
300000679,MATH2420
300000680,ECON1005
300000680,ECON2014
300000680,MATH3155
300000681,EDEA3305
300000681,MATH3412
300000682,PHYS2701
300000682,SWEN3145
300000682,COMP3911
300000682,MATH6623
300000682,MATH3402
300000683,ELET2570
300000683,ECON3073
300000683,MATH3423
300000684,COMP2211
300000684,EDLA3111
300000684,COMP3901
300000684,PHYS2396
300000684,STAT3001
300000685,COMP3912
300000685,ELET2210
300000685,PHYS2396
300000685,MATH3403
300000686,MATH3401
300000687,MATH3411
300000688,EDMC2214
300000688,EDRS2007
300000688,ELET1405
300000688,MATH3404
300000689,EDPH2024
300000689,STAT3002
300000690,PHYS2701
300000690,MATH3414
300000691,MATH3422
300000691,MATH3421
300000692,ECON3072
300000692,STAT3002
300000692,EDMC3202
300000692,MATH3422
300000693,MDPH6280
300000693,ECON2023
300000693,EDTK2025
300000693,MDPH6120
300000693,MATH3424
300000694,ELET2420
300000694,COMP3101
300000694,ECNG1000
300000695,MDPH6280
300000695,MATH3423
300000695,PHYS1411
300000696,EDME3205
300000696,COMP3101
300000696,EDMC3201
300000696,EDEA3306
300000696,PHYS1412
300000697,EDTL1020
300000697,MATH6633
300000697,EDTL3020
300000697,PHYS1421
300000698,INFO3180
300000698,MATH6635
300000698,MDPH6135
300000698,PHYS1422
300000699,ELNG1101
300000700,EDMC2203
300000700,EDEA3306
300000700,ENGR1000
300000701,MATH1185
300000701,EDHE3908
300000701,ELET1500
300000702,EDLS2607
300000702,MATH1185
300000703,ECON2023
300000703,COMP1127
300000703,MDPH6160
300000703,ELET1405
300000704,ECNG1012
300000705,EDMC1002
300000705,ECNG1009
300000706,EDTK3004
300000706,ELET2480
300000706,ECON2009
300000706,ECSE1102
300000707,COMP3912
300000707,SWEN3145
300000707,EDSS3911
300000707,INFO3435
300000707,MDPH6160
300000708,MATH2404
300000708,COMP2190
300000708,PHYS2000
300000708,MDPH6150
300000709,SWEN3185
300000709,EDEA3308
300000709,EDLA3104
300000709,PHYS2600
300000709,MDPH6140
300000710,MATH3402
300000710,PHYS2396
300000710,PHYS3701
300000710,ECON3030
300000710,MDPH6130
300000711,MDPH6120
300000712,MDPH6110
300000713,MDPH6280
300000714,MDPH6270
300000715,EDSS3911
300000715,MDPH6260
300000716,MDPH6190
300000717,MDPH6180
300000718,ELET2415
300000718,EDRS3019
300000718,EDHE2912
300000718,MDPH6260
300000718,MDPH6170
300000719,ECON1012
300000719,ECON2015
300000719,EDPH2024
300000719,MDPH6135
300000720,MDPH6115
300000721,MDPH6215
300000722,MDPH6230
300000723,EDSC3408
300000723,COMP3101
300000723,EDLA3110
300000723,MDPH6240
300000724,ECON3031
300000724,MATH6629
300000724,PHYS2200
300000724,STAT3002
300000724,PHYS2396
300000725,EDLA3109
300000725,PHYS1411
300000725,ELET2405
300000726,EDMC2214
300000726,ELET2415
300000727,ECON3011
300000727,EDRS3019
300000727,COMP3702
300000727,ELET2460
300000728,EDSS2906
300000728,MATH6623
300000728,ELET2470
300000729,EDMC1002
300000729,ELET2480
300000730,EDHE3904
300000730,ELET2410
300000731,ECON3050
300000731,EDSC3411
300000731,EDSC3417
300000731,PHYS3200
300000731,ELET2530
300000732,ELET2450
300000733,COMP2120
300000733,COMP3101
300000733,ELET3211
300000733,EDIT3822
300000733,ELET2420
300000734,PHYS2561
300000735,EDEA3308
300000735,MATH3402
300000735,EDEA3304
300000735,EDTL3018
300000735,PHYS2671
300000736,PHYS2296
300000737,EDMC3204
300000737,EDME2006
300000737,EDMC3201
300000737,PHYS2200
300000738,ECON3037
300000738,INFO3110
300000738,MATH2410
300000738,PHYS2386
300000739,EDSS3911
300000739,ECON2020
300000739,MATH1142
300000739,EDAR3808
300000739,PHYS2351
300000740,COMP2190
300000740,ELET1405
300000740,MATH2404
300000740,EDLA3111
300000740,PHYS2300
300000741,EDEA3305
300000741,PHYS2600
300000742,EDMC1002
300000742,MDPH6115
300000742,PHYS2500
300000743,EDMC1001
300000743,PHYS2396
300000743,ELET2210
300000744,PHYS2351
300000744,STAT6630
300000744,PHYS1411
300000744,EDLS2605
300000744,ELET2570
300000745,MATH2411
300000745,PHYS2000
300000746,MDPH6140
300000746,ECON3032
300000746,COMP1220
300000746,SWEN3920
300000746,PHYS2701
300000747,ELET2480
300000747,EDTL3018
300000747,COMP3220
300000747,ECON2005
300000747,PHYS3000
300000748,MATH3404
300000748,EDHE2912
300000748,ECNG1000
300000748,MATH2401
300000748,ELET3211
300000749,EDSS2903
300000749,COMP1210
300000749,EDLS2606
300000749,EDTL3021
300000749,PHYS3200
300000750,EDIT3821
300000750,EDMC1001
300000751,MDPH6190
300000751,COMP1220
300000751,COMP1161
300000751,EDMC1002
300000752,PHYS1421
300000752,STAT3002
300000752,EDME1103
300000753,ENGR1000
300000753,MDPH6110
300000753,EDEA2304
300000753,ELET2570
300000753,EDPS1003
300000754,EDTL1020
300000755,COMP2140
300000755,PHYS2386
300000755,MATH3402
300000755,EDCU2013
300000756,EDEA2305
300000757,COMP1126
300000757,EDLA3109
300000757,ELET1405
300000757,EDGC2010
300000758,MATH3155
300000758,EDHE2912
300000759,COMP1126
300000759,ELET1405
300000759,EDEA3306
300000759,MATH2404
300000759,EDLA2103
300000760,MATH3424
300000760,EDLS2606
300000760,EDIT3822
300000760,PHYS3701
300000760,EDLA2106
300000761,EDMC3202
300000761,ECON2005
300000761,EDLS2607
300000761,ECON3072
300000761,EDLS2605
300000762,EDLS2607
300000762,STAT6631
300000762,EDMC2201
300000763,COMP1127
300000763,ECON3005
300000763,EDMA3206
300000763,MATH2404
300000763,EDMC2203
300000764,ELET2405
300000764,ELET1405
300000764,EDHE3908
300000764,EDMC2214
300000765,MATH3401
300000765,COMP1161
300000765,EDMC2216
300000766,PHYS3200
300000766,ECON2014
300000766,ECON2001
300000766,ECON2000
300000766,EDME2006
300000767,EDSC3410
300000767,EDME2202
300000768,MATH1141
300000768,MATH3404
300000768,SWEN3185
300000768,ELET1405
300000768,EDPS2003
300000769,EDSC2407
300000769,EDRS2007
300000770,MATH6623
300000770,EDPS2003
300000770,EDLS3603
300000770,EDLA2103
300000770,EDSS2903
300000771,MDPH6130
300000771,MATH3403
300000771,MATH1141
300000771,EDSS2904
300000772,ECON2001
300000772,EDME2202
300000772,INFO3170
300000772,EDTK2025
300000773,MDPH6190
300000773,MDPH6280
300000773,ELET3450
300000773,MDPH6135
300000773,EDAR3808
300000774,MDPH6110
300000774,PHYS1421
300000774,EDSS3908
300000774,PHYS3200
300000774,EDEA3304
300000775,MATH6629
300000775,MDPH6150
300000775,COMP2340
300000775,COMP2201
300000775,EDEA3306
300000776,EDTL3021
300000776,MATH2410
300000776,MDPH6130
300000776,COMP2140
300000776,EDEA3308
300000777,EDEA3316
300000778,ELET2420
300000778,MDPH6150
300000778,EDEA3320
300000779,MATH2403
300000779,EDHE3905
300000780,EDMC3020
300000780,INFO3435
300000780,ECON2002
300000780,EDIT3818
300000781,EDIT3822
300000782,EDMC3201
300000782,EDLA3104
300000783,MATH3155
300000783,MDPH6215
300000783,EDLA2105
300000783,EDCU2013
300000783,EDLA3106
300000784,ECON2020
300000784,EDTL1020
300000784,EDLA3109
300000785,EDEA3306
300000785,INFO3105
300000785,MATH3414
300000785,EDLS3603
300000786,EDMA3206
300000787,EDSS3911
300000787,EDMC3201
300000788,EDMC2214
300000788,EDMC3204
300000789,ECNG1012
300000789,INFO3180
300000789,EDRS3019
300000790,SWEN3145
300000790,EDMC2203
300000790,ECON3031
300000790,ECNG1009
300000790,EDSC3410
300000791,EDIT3822
300000791,ELET2415
300000791,SWEN3185
300000791,EDSC3417
300000792,EDSC3410
300000792,EDEA2304
300000792,MATH3422
300000792,MATH1151
300000792,EDSS3903
300000793,EDRS2007
300000793,EDSS3911
300000794,EDAR3808
300000794,MATH1141
300000794,EDMC2213
300000794,EDTK3004
300000795,MATH3421
300000795,EDEA2304
300000795,EDTL3018
300000796,SWEN3130
300000796,ELET2470
300000796,EDTL3020
300000797,EDSC2407
300000797,MDPH6190
300000797,EDIT3825
300000797,EDTL3021
300000798,EDGC2010
300000798,PHYS3500
300000799,EDTL1021
300000800,EDEA2304
300000801,COMP1210
300000801,COMP1126
300000801,EDHE2908
300000802,EDME3205
300000802,MATH6634
300000802,MATH3423
300000802,EDIT3017
300000803,EDIT3017
300000803,STAT3002
300000803,EDIT3821
300000804,COMP3101
300000804,EDSS3903
300000804,EDIT3823
300000805,PHYS3300
300000805,ECON3006
300000805,EDMC1002
300000805,ECON2002
300000805,EDIT3825
300000806,ELET2570
300000806,EDLA2105
300000807,MATH3155
300000807,PHYS3000
300000807,EDME3205
300000807,ELET2210
300000807,EDLS2606
300000808,EDMC3020
300000808,COMP1161
300000808,EDLS2607
300000809,ECNG1009
300000809,EDSS2904
300000809,EDME2202
300000809,EDMC2213
300000810,COMP3161
300000810,MDPH6150
300000810,EDHE3908
300000810,PHYS3500
300000810,EDME2204
300000811,MATH2401
300000811,EDTL1021
300000811,EDPH2024
300000812,EDHE2908
300000812,ECON1003
300000812,ELET2460
300000812,EDSC2407
300000813,EDHE2908
300000813,PHYS2561
300000813,COMP3911
300000813,EDSE2712
300000814,COMP2140
300000814,EDSS2906
300000815,EDLA3104
300000815,SWEN2165
300000815,COMP1161
300000815,EDEA3305
300000816,INFO3180
300000816,COMP3911
300000816,COMP2201
300000816,EDHE3908
300000816,EDEA3307
300000817,MATH3411
300000817,MDPH6280
300000817,PHYS3565
300000817,PHYS3562
300000818,SWEN3165
300000818,EDHE3908
300000818,EDHE3904
300000819,MDPH6190
300000819,ECON1012
300000819,EDEA3306
300000819,ELET1500
300000819,EDHE3908
300000820,EDEA3305
300000820,EDLA3103
300000821,ECON3031
300000821,ECON3007
300000821,ECON2009
300000821,PHYS3565
300000822,EDMC1002
300000822,MDPH6240
300000822,EDLA2106
300000822,EDLA3110
300000823,COMP1126
300000823,ECON1005
300000823,EDLS3612
300000823,EDLA3111
300000824,EDSS2906
300000824,ELET2460
300000824,MDPH6160
300000824,ELET3450
300000824,PHYS3300
300000825,EDSC2407
300000825,EDLS3612
300000826,EDIT3818
300000826,EDMC3020
300000827,COMP2171
300000827,INFO3170
300000827,EDMC3202
300000828,EDME3006
300000829,MATH3423
300000829,EDRS2007
300000829,STAT3001
300000829,EDME3205
300000830,ELET2460
300000830,EDLA3106
300000830,PHYS3500
300000830,PHYS2351
300000830,EDRS3008
300000831,MATH3423
300000831,EDMC1001
300000831,ECNG1009
300000831,ELET3450
300000832,MATH2420
300000832,EDSC3403
300000833,EDLA2106
300000833,ECON2002
300000833,PHYS3200
300000833,COMP2140
300000833,EDSC3408
300000834,COMP2171
300000834,MDPH6260
300000834,EDSC3411
300000835,EDSS3908
300000836,ELET2210
300000836,ECON2020
300000836,ECON3050
300000836,COMP1126
300000837,MDPH6130
300000837,EDMA3206
300000837,EDIT3017
300000837,PHYS2351
300000837,COMP1127
300000838,EDTL1020
300000838,MATH6629
300000838,EDEA3320
300000838,COMP1161
300000839,ECON3016
300000839,COMP1210
300000840,ECON3006
300000840,INFO3170
300000840,ECON2020
300000840,COMP1220
300000841,EDEA3305
300000841,PHYS2600
300000841,PHYS1412
300000841,COMP2201
300000842,PHYS3565
300000842,MATH1151
300000842,EDRS3008
300000842,COMP2211
300000843,COMP2171
300000843,EDTL1020
300000843,EDPH2024
300000843,COMP2120
300000844,ELET2210
300000844,EDTL1021
300000844,ECON2020
300000844,SWEN3920
300000844,COMP2140
300000845,EDSS3903
300000845,PHYS2000
300000845,COMP2171
300000846,ECON3010
300000846,COMP2190
300000847,PHYS3200
300000847,SWEN3145
300000847,MATH3424
300000847,COMP2340
300000848,PHYS1421
300000848,COMP3101
300000849,COMP3912
300000849,MATH3421
300000849,ELNG1101
300000849,ECON1012
300000849,COMP3220
300000850,EDSC3403
300000850,COMP3161
300000851,PHYS1421
300000851,PHYS2386
300000851,COMP3652
300000852,EDSS2906
300000852,COMP3702
300000853,ECON3006
300000853,COMP3801
300000854,ECON2002
300000854,COMP3901
300000855,EDSE2712
300000855,PHYS2500
300000855,STAT3001
300000855,COMP3911
300000856,MATH3403
300000856,COMP3702
300000856,COMP3912
300000857,INFO3105
300000858,ENGR1000
300000858,MDPH6170
300000858,ECON2023
300000858,INFO3110
300000859,PHYS1412
300000859,EDTL3020
300000859,INFO3155
300000860,EDLA3109
300000860,COMP2140
300000860,SWEN3165
300000860,MATH3403
300000860,PHYS3400
300000861,SWEN3145
300000861,MATH6628
300000861,ECON2015
300000861,INFO3170
300000862,COMP1220
300000862,PHYS3500
300000862,EDSS3911
300000862,STAT3001
300000862,INFO3180
300000863,ELET2210
300000863,EDSS2904
300000863,INFO3435
300000864,SWEN2165
300000865,SWEN3130
300000866,EDLA3110
